사업장명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업종구분소분류,도,시,로
어른아이책방,영업,제주특별자치도 제주시 구좌읍 동복리 1682-2,"제주특별자치도 제주시 구좌읍 일주동로 1640, 1층",63347.0,기타,제주특별자치도,제주시,구좌읍
굿데이즈,영업,제주특별자치도 제주시 노형동 742-6,"제주특별자치도 제주시 정원로 43-1, 1층 (노형동)",63089.0,기타,제주특별자치도,제주시,정원로
함덕국수,영업,제주특별자치도 제주시 조천읍 함덕리 1270-2,"제주특별자치도 제주시 조천읍 신북로 525, 1층",63333.0,한식,제주특별자치도,제주시,조천읍
우도은범이네,영업,제주특별자치도 제주시 우도면 연평리 1458-8,"제주특별자치도 제주시 우도면 우도로 168, 1층",63365.0,한식,제주특별자치도,제주시,우도면
아리포차,영업,제주특별자치도 제주시 연동 282-48,"제주특별자치도 제주시 은남2길 29, 1층 (연동)",63124.0,정종/대포집/소주방,제주특별자치도,제주시,은남2길
애월남도한상,영업,제주특별자치도 제주시 애월읍 구엄리 857-1,"제주특별자치도 제주시 애월읍 구엄동3길 8, 1층",63049.0,한식,제주특별자치도,제주시,애월읍
찻집지안본점,영업,제주특별자치도 제주시 애월읍 유수암리 1846-1,"제주특별자치도 제주시 애월읍 유수암로 23, 1층",63067.0,한식,제주특별자치도,제주시,애월읍
구엄에서,영업,제주특별자치도 제주시 애월읍 구엄리 1008-5,"제주특별자치도 제주시 애월읍 엄수로 36, 1층",63049.0,한식,제주특별자치도,제주시,애월읍
두인,영업,제주특별자치도 제주시 용담일동 305-8,"제주특별자치도 제주시 서문로 23-1, 2층 (용담일동)",63155.0,기타,제주특별자치도,제주시,서문로
소플러스,영업,제주특별자치도 제주시 아라이동 1262-3,"제주특별자치도 제주시 연북로 618, 1층 (아라이동)",63245.0,식육(숯불구이),제주특별자치도,제주시,연북로
아르크팬케이크하우스,영업,제주특별자치도 제주시 연동 1454,"제주특별자치도 제주시 과원로 128, 1층 112,113,114,115,116호 (연동)",63142.0,경양식,제주특별자치도,제주시,과원로
블루라라,영업,제주특별자치도 제주시 노형동 939-4 영보아파트,"제주특별자치도 제주시 원노형로 36, 2층 (노형동, 영보아파트)",63082.0,경양식,제주특별자치도,제주시,원노형로
박가먹세,영업,제주특별자치도 제주시 조천읍 조천리 3224-1,"제주특별자치도 제주시 조천읍 신북로 167, 1층",63331.0,한식,제주특별자치도,제주시,조천읍
삼다스크린골프,영업,제주특별자치도 제주시 화북일동 2138-3,"제주특별자치도 제주시 선반로6길 18, 1층 (화북일동)",63297.0,분식,제주특별자치도,제주시,선반로6길
리치호텔식당,영업,제주특별자치도 제주시 애월읍 고내리 332-5,"제주특별자치도 제주시 애월읍 고내로13길 100, 1층",63046.0,한식,제주특별자치도,제주시,애월읍
성지오름,영업,제주특별자치도 제주시 일도이동 1028-24,"제주특별자치도 제주시 성지로 62-1, 1층 (일도이동)",63268.0,기타,제주특별자치도,제주시,성지로
영재국밥,영업,제주특별자치도 제주시 조천읍 신촌리 1407-3,"제주특별자치도 제주시 조천읍 신조로 39, 1층",63336.0,한식,제주특별자치도,제주시,조천읍
양은냄비,영업,제주특별자치도 제주시 삼도이동 921,"제주특별자치도 제주시 중앙로14길 25, 1층 (삼도이동)",63169.0,한식,제주특별자치도,제주시,중앙로14길
대단한탕후루아라점,영업,제주특별자치도 제주시 아라일동 6094-3,"제주특별자치도 제주시 아란7길 7, 1층 (아라일동)",63237.0,기타,제주특별자치도,제주시,아란7길
대단한탕후루삼화점,영업,제주특별자치도 제주시 화북일동 1023-5,"제주특별자치도 제주시 화삼로 21, 1층 (화북일동)",63303.0,기타,제주특별자치도,제주시,화삼로
마시는사이화주막,영업,제주특별자치도 제주시 조천읍 함덕리 3093-1,"제주특별자치도 제주시 조천읍 신북로 475, 2층",63333.0,감성주점,제주특별자치도,제주시,조천읍
정돈,영업,제주특별자치도 제주시 이도일동 1362-1,"제주특별자치도 제주시 중앙로11길 1, 제1호 2층 (이도일동)",63192.0,한식,제주특별자치도,제주시,중앙로11길
스가타,영업,제주특별자치도 제주시 연동 1518-15,"제주특별자치도 제주시 연화로2길 29-12, 1층 (연동)",63140.0,일식,제주특별자치도,제주시,연화로2길
놀당가게,영업,제주특별자치도 제주시 일도이동 995-71,"제주특별자치도 제주시 신산로 11, 2층 (일도이동)",63265.0,한식,제주특별자치도,제주시,신산로
유병욱구워주는참숯불갈비집,영업,제주특별자치도 제주시 연동 2326-13,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)",63126.0,한식,제주특별자치도,제주시,성신로1길
카페봄봄한경점,영업,제주특별자치도 제주시 한경면 두모리 2890,"제주특별자치도 제주시 한경면 두신로 118, 1층",63002.0,기타,제주특별자치도,제주시,한경면
토쿠베츠,영업,제주특별자치도 제주시 이도이동 1068-11 우일빌라,"제주특별자치도 제주시 오복4길 5, 1층 (이도이동, 우일빌라)",63224.0,일식,제주특별자치도,제주시,오복4길
셀프자율식당,영업,제주특별자치도 제주시 노형동 2684,"제주특별자치도 제주시 월광로 135, 1층 (노형동)",63094.0,한식,제주특별자치도,제주시,월광로
세검정갈비,영업,제주특별자치도 제주시 봉개동 2084-7,"제주특별자치도 제주시 봉개대동6길 13-1, 1층 (봉개동)",63313.0,식육(숯불구이),제주특별자치도,제주시,봉개대동6길
품육신제주점,영업,제주특별자치도 제주시 노형동 2574-5 효산빌딩,"제주특별자치도 제주시 월랑로 67, 효산빌딩 1층 (노형동)",63100.0,한식,제주특별자치도,제주시,월랑로
테이스트인,영업,제주특별자치도 제주시 이도이동 1977-1,"제주특별자치도 제주시 박성내서길 14, 1층 (이도이동)",63231.0,경양식,제주특별자치도,제주시,박성내서길
한라루,영업,제주특별자치도 제주시 연동 298-7,"제주특별자치도 제주시 사장3길 3, 지1층 (연동)",63136.0,한식,제주특별자치도,제주시,사장3길
브라더딜리버리,영업,제주특별자치도 제주시 연동 298-7,"제주특별자치도 제주시 사장3길 3, 지1층 (연동)",63136.0,한식,제주특별자치도,제주시,사장3길
다이나믹딜리버리,영업,제주특별자치도 제주시 연동 298-7,"제주특별자치도 제주시 사장3길 3, 지1층 (연동)",63136.0,한식,제주특별자치도,제주시,사장3길
원짬뽕,영업,제주특별자치도 제주시 아라일동 6103-2,"제주특별자치도 제주시 인다7길 6, 1층 (아라일동)",63247.0,중국식,제주특별자치도,제주시,인다7길
피자가게,영업,제주특별자치도 제주시 삼도일동 795-25,"제주특별자치도 제주시 충효길 39, 1층 (삼도일동)",63172.0,기타,제주특별자치도,제주시,충효길
해녀의정원,영업,제주특별자치도 제주시 애월읍 하귀2리 2729,"제주특별자치도 제주시 애월읍 가문동길 47, 1층",63050.0,한식,제주특별자치도,제주시,애월읍
군산소문난해물칼국수,영업,제주특별자치도 제주시 이도이동 362-3,"제주특별자치도 제주시 천수로 16, 1층 (이도이동)",63215.0,한식,제주특별자치도,제주시,천수로
도란,영업,제주특별자치도 제주시 삼양일동 1580-21,"제주특별자치도 제주시 서흘길 34, 1층 (삼양일동)",63314.0,한식,제주특별자치도,제주시,서흘길
산라한,영업,제주특별자치도 제주시 삼도이동 14-5,"제주특별자치도 제주시 북성로 4, 1층 (삼도이동)",63166.0,한식,제주특별자치도,제주시,북성로
째즈도,영업,제주특별자치도 제주시 일도일동 1198-5,"제주특별자치도 제주시 만덕로6길 31, 지1층 (일도일동)",63278.0,감성주점,제주특별자치도,제주시,만덕로6길
몽탄제주점,영업,제주특별자치도 제주시 구좌읍 동복리 1568-1,"제주특별자치도 제주시 구좌읍 동복로 83, 1층",63347.0,식육(숯불구이),제주특별자치도,제주시,구좌읍
친구사이포차,영업,제주특별자치도 제주시 이도일동 1686-3,"제주특별자치도 제주시 중앙로 178-1, 1층 (이도일동)",63198.0,정종/대포집/소주방,제주특별자치도,제주시,중앙로
드렁큰피자,영업,제주특별자치도 제주시 이도일동 1465-1,"제주특별자치도 제주시 중앙로 88-6, 1층 (이도일동)",63169.0,기타,제주특별자치도,제주시,중앙로
또와제주,영업,제주특별자치도 제주시 용담이동 2631-1,"제주특별자치도 제주시 서천길 14, 1층 (용담이동)",63163.0,한식,제주특별자치도,제주시,서천길
요리하는점빵,영업,제주특별자치도 제주시 도련일동 1939-4,"제주특별자치도 제주시 건주로4길 6-1, 1층 101호 (도련일동)",63323.0,한식,제주특별자치도,제주시,건주로4길
제주어른이집,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 2층",63357.0,호프/통닭,제주특별자치도,제주시,구좌읍
오복수산애월점,영업,제주특별자치도 제주시 애월읍 애월리 2525-1,"제주특별자치도 제주시 애월읍 애월북서길 60, 에이동 1층",63043.0,일식,제주특별자치도,제주시,애월읍
위켄드밀즈,영업,제주특별자치도 제주시 애월읍 곽지리 1737-1,"제주특별자치도 제주시 애월읍 곽지8길 3-2, 1층",63034.0,일식,제주특별자치도,제주시,애월읍
캐나다삼춘,영업,제주특별자치도 제주시 구좌읍 송당리 1352-5,"제주특별자치도 제주시 구좌읍 송당1길 26, 1층",63355.0,경양식,제주특별자치도,제주시,구좌읍
베리코코,영업,제주특별자치도 제주시 연동 300-3 남해오네뜨,"제주특별자치도 제주시 삼무로11길 9, 지하1층 B103호 (연동, 남해오네뜨)",63118.0,기타,제주특별자치도,제주시,삼무로11길
트레블러카페와투어,영업,제주특별자치도 제주시 영평동 2417-10,"제주특별자치도 제주시 기와4길 42, 2동 2~3층 (영평동)",63308.0,기타,제주특별자치도,제주시,기와4길
샬롱마농,영업,제주특별자치도 제주시 삼도일동 783-27,"제주특별자치도 제주시 서사로12길 5, 1층 (삼도일동)",63177.0,호프/통닭,제주특별자치도,제주시,서사로12길
마핑고,영업,제주특별자치도 제주시 이도이동 441-9,"제주특별자치도 제주시 이도공원길 42, 1층 (이도이동)",63226.0,분식,제주특별자치도,제주시,이도공원길
도르멍멍이,영업,제주특별자치도 제주시 한림읍 옹포리 880,"제주특별자치도 제주시 한림읍 일주서로 5166, 1층",63012.0,패밀리레스트랑,제주특별자치도,제주시,한림읍
낮과밤럭셔리포차,영업,제주특별자치도 제주시 연동 1537-8,"제주특별자치도 제주시 연화로4길 24, 1층 (연동)",63140.0,한식,제주특별자치도,제주시,연화로4길
공육사하이픈,영업,제주특별자치도 제주시 연동 272-47,"제주특별자치도 제주시 연동7길 22, 지하1층 (연동)",63124.0,감성주점,제주특별자치도,제주시,연동7길
함덕고등어쌈밥,영업,제주특별자치도 제주시 조천읍 함덕리 1004-30,"제주특별자치도 제주시 조천읍 조함해안로 530, 3층",63333.0,한식,제주특별자치도,제주시,조천읍
카츠쿠,영업,제주특별자치도 제주시 노형동 3789-4,"제주특별자치도 제주시 노형11길 16, 2층 (노형동)",63083.0,일식,제주특별자치도,제주시,노형11길
돈삼겹노형점,영업,제주특별자치도 제주시 연동 265-3 영일빌라,"제주특별자치도 제주시 연동6길 28, 1층 (연동, 영일빌라)",63137.0,한식,제주특별자치도,제주시,연동6길
으뜸제주공항점,영업,제주특별자치도 제주시 용담일동 425,"제주특별자치도 제주시 동한두기길 23, 2층 (용담일동)",63153.0,한식,제주특별자치도,제주시,동한두기길
제주오감,영업,제주특별자치도 제주시 이호일동 372,"제주특별자치도 제주시 서해안로 60, 1층 (이호일동)",63108.0,한식,제주특별자치도,제주시,서해안로
글뤽,영업,제주특별자치도 제주시 구좌읍 상도리 471-29,"제주특별자치도 제주시 구좌읍 해녀박물관길 28, 1층",63362.0,기타,제주특별자치도,제주시,구좌읍
