사업장명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업종구분소분류,도,시,로
미수기네낙지,영업,제주특별자치도 서귀포시 대정읍 하모리 1417-7,제주특별자치도 서귀포시 대정읍 하모중앙로 27,63508.0,한식,제주특별자치도,서귀포시,대정읍
우화서귀포점,영업,제주특별자치도 서귀포시 강정동 1999,제주특별자치도 서귀포시 염돈로28번길 25 (강정동),63558.0,한식,제주특별자치도,서귀포시,염돈로28번길
순살만공격서귀포점,영업,제주특별자치도 서귀포시 서홍동 350-21,제주특별자치도 서귀포시 홍중로 47 (서홍동),63584.0,호프/통닭,제주특별자치도,서귀포시,홍중로
신화포차,영업,제주특별자치도 서귀포시 안덕면 서광리 1418-1,"제주특별자치도 서귀포시 안덕면 녹차분재로 44-5, 1층 106호",63521.0,한식,제주특별자치도,서귀포시,안덕면
남원스크린골프,영업,제주특별자치도 서귀포시 남원읍 남원리 1436-1,"제주특별자치도 서귀포시 남원읍 남원체육관로 238, 1층",63621.0,한식,제주특별자치도,서귀포시,남원읍
라룬블루(La lune bleue),영업,제주특별자치도 서귀포시 남원읍 위미리 4147-4,제주특별자치도 서귀포시 남원읍 태위로 27,63611.0,분식,제주특별자치도,서귀포시,남원읍
프릳츠,영업,제주특별자치도 서귀포시 성산읍 성산리 399-28,"제주특별자치도 서귀포시 성산읍 일출로 222, 1층",63643.0,한식,제주특별자치도,서귀포시,성산읍
일캄포(IL CAMPO),영업,제주특별자치도 서귀포시 강정동 3703-3,"제주특별자치도 서귀포시 용흥로66번길 158-8, 더 시에나 리조트 지하부대시설 지하2층 (강정동)",63556.0,패밀리레스트랑,제주특별자치도,서귀포시,용흥로66번길
라스투베(LA STUBE),영업,제주특별자치도 서귀포시 강정동 3703-3,"제주특별자치도 서귀포시 용흥로66번길 158-8, 더 시에나 리조트 커뮤니티A동 (강정동)",63556.0,패밀리레스트랑,제주특별자치도,서귀포시,용흥로66번길
델루버(der lowe),영업,제주특별자치도 서귀포시 하예동 452-2,"제주특별자치도 서귀포시 논짓물로 37, 1층 (하예동)",63538.0,경양식,제주특별자치도,서귀포시,논짓물로
옛날아우내순대중문점,영업,제주특별자치도 서귀포시 중문동 1884-1,"제주특별자치도 서귀포시 천제연로 268, 1층 103호 (중문동)",63544.0,한식,제주특별자치도,서귀포시,천제연로
돈짬(서귀포점),영업,제주특별자치도 서귀포시 서귀동 284-13,"제주특별자치도 서귀포시 동문동로53번길 10, 1층 (서귀동)",63590.0,한식,제주특별자치도,서귀포시,동문동로53번길
오르또,영업,제주특별자치도 서귀포시 성산읍 오조리 11번지,"제주특별자치도 서귀포시 성산읍 한도로 117, 1,2층",63639.0,분식,제주특별자치도,서귀포시,성산읍
야간국밥,영업,제주특별자치도 서귀포시 대정읍 하모리 924-4 김밥천국,"제주특별자치도 서귀포시 대정읍 하모상가로 35, 2층",63508.0,한식,제주특별자치도,서귀포시,대정읍
세렝게티,영업,제주특별자치도 서귀포시 하효동 999-9번지,"제주특별자치도 서귀포시 쇠소깍로 156, 2층 (하효동)",63600.0,경양식,제주특별자치도,서귀포시,쇠소깍로
최고봉주방,영업,제주특별자치도 서귀포시 법환동 1219-6,"제주특별자치도 서귀포시 이어도로 919, 1층 (법환동)",63573.0,한식,제주특별자치도,서귀포시,이어도로
류정맛나국수,영업,제주특별자치도 서귀포시 표선면 표선리 600-4번지 전기조명전문,제주특별자치도 서귀포시 표선면 표선중앙로 75,63629.0,한식,제주특별자치도,서귀포시,표선면
오닭꼬치서홍점,영업,제주특별자치도 서귀포시 서홍동 290-24번지,"제주특별자치도 서귀포시 중앙로195번길 4-1, 1층 (서홍동)",63584.0,호프/통닭,제주특별자치도,서귀포시,중앙로195번길
하르,영업,제주특별자치도 서귀포시 서귀동 309-15 발리모텔,"제주특별자치도 서귀포시 서문로41번길 21-1, 발리모텔 1층 (서귀동)",63592.0,한식,제주특별자치도,서귀포시,서문로41번길
은하국수,영업,제주특별자치도 서귀포시 하효동 700 유빈갈비,"제주특별자치도 서귀포시 하신상로 6, 1층 (하효동)",63606.0,한식,제주특별자치도,서귀포시,하신상로
올레왕갈치서귀포올레시장점,영업,제주특별자치도 서귀포시 서귀동 292-17 김상훈피부비뇨기과,"제주특별자치도 서귀포시 중앙로42번길 9, 1층 (서귀동)",63591.0,한식,제주특별자치도,서귀포시,중앙로42번길
세이모키친(SAMO kitchen),영업,제주특별자치도 서귀포시 강정동 192 서귀포강정엘에이치아파트,"제주특별자치도 서귀포시 대청로25번길 9, 1층 104호 (강정동, 서귀포강정엘에이치아파트)",63559.0,일식,제주특별자치도,서귀포시,대청로25번길
비어수다,영업,제주특별자치도 서귀포시 서귀동 276-19,제주특별자치도 서귀포시 중정로61번길 20 (서귀동),63591.0,한식,제주특별자치도,서귀포시,중정로61번길
힐링존,영업,제주특별자치도 서귀포시 서홍동 1599번지,제주특별자치도 서귀포시 홍중로 107 (서홍동),63584.0,한식,제주특별자치도,서귀포시,홍중로
해피투게더,영업,제주특별자치도 서귀포시 동홍동 420-6번지 1층,"제주특별자치도 서귀포시 동홍중앙로66번길 30-5, 1층 (동홍동)",63587.0,한식,제주특별자치도,서귀포시,동홍중앙로66번길
돈내코로타리김밥,영업,제주특별자치도 서귀포시 상효동 2211,제주특별자치도 서귀포시 산록남로 2754 (상효동),63582.0,한식,제주특별자치도,서귀포시,산록남로
더머스크,영업,제주특별자치도 서귀포시 서귀동 511-1번지 1층,"제주특별자치도 서귀포시 태평로371번길 30, 1층 (서귀동)",63595.0,분식,제주특별자치도,서귀포시,태평로371번길
여니와돼지두마리,영업,제주특별자치도 서귀포시 성산읍 신산리 1180-2 1층,"제주특별자치도 서귀포시 성산읍 일주동로 5199-7, 1층",63634.0,한식,제주특별자치도,서귀포시,성산읍
홍리짬뽕,영업,제주특별자치도 서귀포시 동홍동 643-6 1층,"제주특별자치도 서귀포시 동홍서로 45, 1층 (동홍동)",63589.0,한식,제주특별자치도,서귀포시,동홍서로
선애정,영업,제주특별자치도 서귀포시 서귀동 285-18 서귀포의꿈 2층,"제주특별자치도 서귀포시 동문로 13-1, 2층 (서귀동, 서귀포의꿈)",63590.0,한식,제주특별자치도,서귀포시,동문로
부성식당,영업,제주특별자치도 서귀포시 대정읍 가파리 59-6번지,제주특별자치도 서귀포시 대정읍 가파로 89,63514.0,한식,제주특별자치도,서귀포시,대정읍
풀베개(A동),영업,제주특별자치도 서귀포시 안덕면 서광리 1756-1 2동,"제주특별자치도 서귀포시 안덕면 화순서서로 492-4, 2동",63521.0,경양식,제주특별자치도,서귀포시,안덕면
풀베개(B동),영업,제주특별자치도 서귀포시 안덕면 서광리 1756-1 1동,"제주특별자치도 서귀포시 안덕면 화순서서로 492-4, 1동",63521.0,경양식,제주특별자치도,서귀포시,안덕면
산지해장국성산점,영업,제주특별자치도 서귀포시 성산읍 성산리 175-4,"제주특별자치도 서귀포시 성산읍 성산중앙로 30-4, 1층",63643.0,한식,제주특별자치도,서귀포시,성산읍
제주로운청해원,영업,제주특별자치도 서귀포시 성산읍 고성리 212-13,"제주특별자치도 서귀포시 성산읍 신양로 101, 1층",63641.0,한식,제주특별자치도,서귀포시,성산읍
육회먹은꼬막표선점,영업,제주특별자치도 서귀포시 표선면 표선리 634-1 비디오119,"제주특별자치도 서귀포시 표선면 표선중앙로 96, 1층",63629.0,한식,제주특별자치도,서귀포시,표선면
원조미풍해장국서귀포직영점,영업,"제주특별자치도 서귀포시 동홍동 1255-8 101,1호","제주특별자치도 서귀포시 동홍로 146, 101,102호 (동홍동)",63586.0,한식,제주특별자치도,서귀포시,동홍로
쏭스핫도그제주표선점,영업,제주특별자치도 서귀포시 표선면 표선리 472번지 쉼팡돌,"제주특별자치도 서귀포시 표선면 표선동서로 276-1, 쉼팡돌",63629.0,분식,제주특별자치도,서귀포시,표선면
만월당,영업,제주특별자치도 서귀포시 남원읍 남원리 2336-4,제주특별자치도 서귀포시 남원읍 남원체육관로 191,63620.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,남원읍
제주그때그집중문점,영업,제주특별자치도 서귀포시 상예동 1714-1 1층,"제주특별자치도 서귀포시 상예로 181-28, 1층 (상예동)",63537.0,한식,제주특별자치도,서귀포시,상예로
고치비국수,영업,제주특별자치도 서귀포시 남원읍 남원리 94-5번지,"제주특별자치도 서귀포시 남원읍 남원회관로 70, 1층",63621.0,한식,제주특별자치도,서귀포시,남원읍
바다마르마레,영업,제주특별자치도 서귀포시 대정읍 상모리 87-9번지,제주특별자치도 서귀포시 대정읍 송악관광로411번길 26-8,63512.0,기타,제주특별자치도,서귀포시,대정읍
가파도바다속에빠진해물짜장짬뽕,영업,제주특별자치도 서귀포시 대정읍 가파리 197번지,"제주특별자치도 서귀포시 대정읍 가파로 239, 1층",63514.0,한식,제주특별자치도,서귀포시,대정읍
효설농탕,영업,제주특별자치도 서귀포시 중문동 1871-6 107호,"제주특별자치도 서귀포시 천제연로 273-22, 1층 107호 (중문동)",63540.0,한식,제주특별자치도,서귀포시,천제연로
대화해장국,영업,제주특별자치도 서귀포시 안덕면 사계리 3587번지,"제주특별자치도 서귀포시 안덕면 사계신항로 2, 1층",63528.0,한식,제주특별자치도,서귀포시,안덕면
오태식해바라기치킨(중문점),영업,제주특별자치도 서귀포시 중문동 2078-4,"제주특별자치도 서귀포시 천제연로185번길 12, 1층 (중문동)",63545.0,호프/통닭,제주특별자치도,서귀포시,천제연로185번길
신한라아구찜,영업,제주특별자치도 서귀포시 표선면 표선리 951-5번지,제주특별자치도 서귀포시 표선면 표선백사로 79,63629.0,한식,제주특별자치도,서귀포시,표선면
제주흑돼지표돈가,영업,제주특별자치도 서귀포시 표선면 표선리 40-33,제주특별자치도 서귀포시 표선면 표선당포로 16-6,63629.0,한식,제주특별자치도,서귀포시,표선면
전망대,영업,제주특별자치도 서귀포시 대정읍 가파리 268,제주특별자치도 서귀포시 대정읍 가파로67번길 58,63514.0,한식,제주특별자치도,서귀포시,대정읍
제주경자네해물조림,영업,제주특별자치도 서귀포시 성산읍 고성리 1219-2,"제주특별자치도 서귀포시 성산읍 일주동로 4202, 1층",63640.0,횟집,제주특별자치도,서귀포시,성산읍
탐만장,영업,제주특별자치도 서귀포시 표선면 성읍리 2432,"제주특별자치도 서귀포시 표선면 번영로 2543-15, 1층",63624.0,경양식,제주특별자치도,서귀포시,표선면
밥집,영업,제주특별자치도 서귀포시 남원읍 위미리 1591-1,"제주특별자치도 서귀포시 남원읍 태위로215번길 2, 1층 102호",63610.0,한식,제주특별자치도,서귀포시,남원읍
꼼지락도시락,영업,제주특별자치도 서귀포시 중문동 1737-5번지,"제주특별자치도 서귀포시 중문상로82번길 26, 1층 (중문동)",63545.0,한식,제주특별자치도,서귀포시,중문상로82번길
홍쓰덮밥제주서귀포점,영업,제주특별자치도 서귀포시 서홍동 442-14,"제주특별자치도 서귀포시 홍중로 3, 1층 (서홍동)",63584.0,한식,제주특별자치도,서귀포시,홍중로
힘나는집밥,영업,제주특별자치도 서귀포시 성산읍 오조리 8,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2775, 1층",63639.0,한식,제주특별자치도,서귀포시,성산읍
스위트메이클럽라운지,영업,제주특별자치도 서귀포시 강정동 173-3,"제주특별자치도 서귀포시 김정문화로27번길 9-1, 9층 (강정동)",63566.0,패밀리레스트랑,제주특별자치도,서귀포시,김정문화로27번길
일오구카페,영업,제주특별자치도 서귀포시 안덕면 덕수리 1929-2 1층,"제주특별자치도 서귀포시 안덕면 덕수서로 159, 1층",63527.0,경양식,제주특별자치도,서귀포시,안덕면
산골기러기,영업,제주특별자치도 서귀포시 강정동 1926-1,"제주특별자치도 서귀포시 염돈로 123, 1층 (강정동)",63558.0,분식,제주특별자치도,서귀포시,염돈로
네이처캔버스,영업,제주특별자치도 서귀포시 남원읍 신례리 829-5번지,"제주특별자치도 서귀포시 남원읍 중산간동로 7129, 1층",63612.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,남원읍
사계생활,영업,제주특별자치도 서귀포시 안덕면 사계리 2819-1번지,"제주특별자치도 서귀포시 안덕면 산방로 380, 1층",63528.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,안덕면
소노라,영업,제주특별자치도 서귀포시 안덕면 서광리 산 24,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, F005",63522.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,안덕면
스퐁스퐁,영업,제주특별자치도 서귀포시 서호동 1476-1,제주특별자치도 서귀포시 신서귀로 32 (서호동),63566.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,신서귀로
위미블루스,영업,제주특별자치도 서귀포시 남원읍 위미리 2844 1층,"제주특별자치도 서귀포시 남원읍 태위로 94-46, 1층",63611.0,분식,제주특별자치도,서귀포시,남원읍
아주르블루,영업,제주특별자치도 서귀포시 남원읍 남원리 46-1번지 1층,"제주특별자치도 서귀포시 남원읍 남원회관로 104, 1층",63621.0,경양식,제주특별자치도,서귀포시,남원읍
직화찜닭 볶찜 제주신화월드점,영업,제주특별자치도 서귀포시 안덕면 서광리 1904-10,"제주특별자치도 서귀포시 안덕면 녹차분재로 20, 1층",63521.0,한식,제주특별자치도,서귀포시,안덕면
역전할머니맥주제주표선점,영업,제주특별자치도 서귀포시 표선면 표선리 634-8,"제주특별자치도 서귀포시 표선면 표선중앙로 94, 1층",63629.0,호프/통닭,제주특별자치도,서귀포시,표선면
누구나홀딱반한닭강정점,영업,제주특별자치도 서귀포시 강정동 172-3,"제주특별자치도 서귀포시 신서로32번길 12, 1층 (강정동)",63566.0,호프/통닭,제주특별자치도,서귀포시,신서로32번길
마녀상회,영업,제주특별자치도 서귀포시 대정읍 무릉리 3815-1 제3동,,,한식,,,
허브올레,영업,제주특별자치도 서귀포시 표선면 성읍리 2669번지,"제주특별자치도 서귀포시 표선면 번영로 2543-5, 1층",63624.0,경양식,제주특별자치도,서귀포시,표선면
표선우동가게,영업,제주특별자치도 서귀포시 표선면 표선리 670-1,"제주특별자치도 서귀포시 표선면 표선관정로 105-1, 1층",63629.0,한식,제주특별자치도,서귀포시,표선면
우리가족오늘반찬,영업,제주특별자치도 서귀포시 강정동 208-2,"제주특별자치도 서귀포시 대청로 29, 2층 201호 (강정동)",63559.0,한식,제주특별자치도,서귀포시,대청로
서귀포의아침한식뷔페,영업,제주특별자치도 서귀포시 호근동 1550-1 서귀포의 아침,"제주특별자치도 서귀포시 태평로 95, 지하1층 B01호 (호근동, 서귀포의 아침)",63571.0,호프/통닭,제주특별자치도,서귀포시,태평로
채선당사계리점,영업,제주특별자치도 서귀포시 안덕면 사계리 417-2 1층 1동,"제주특별자치도 서귀포시 안덕면 사계로114번길 54-58, 1동 1층",63528.0,한식,제주특별자치도,서귀포시,안덕면
산우,영업,제주특별자치도 서귀포시 대정읍 하모리 2126-15번지,"제주특별자치도 서귀포시 대정읍 하모항구로6번길 28, 2층",63506.0,일식,제주특별자치도,서귀포시,대정읍
제주고사리해장국중문본점,영업,제주특별자치도 서귀포시 대포동 2612 1층 103호,"제주특별자치도 서귀포시 중문관광로301번길 3, 1층 103호 (대포동)",63546.0,한식,제주특별자치도,서귀포시,중문관광로301번길
광명대창집신서귀포점,영업,제주특별자치도 서귀포시 강정동 207-2 1층,"제주특별자치도 서귀포시 대청로25번길 10-2, 1층 (강정동)",63559.0,호프/통닭,제주특별자치도,서귀포시,대청로25번길
미드나잇제주,영업,제주특별자치도 서귀포시 안덕면 서광리 산 35-16번지,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 98, F002동",63521.0,한식,제주특별자치도,서귀포시,안덕면
신화돌담집,영업,제주특별자치도 서귀포시 안덕면 서광리 산 35-16,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 98, F002동",63521.0,한식,제주특별자치도,서귀포시,안덕면
제주서귀돈,영업,제주특별자치도 서귀포시 서홍동 364-2,"제주특별자치도 서귀포시 홍중로27번길 6, 1층 (서홍동)",63584.0,식육(숯불구이),제주특별자치도,서귀포시,홍중로27번길
삼삼막창,영업,제주특별자치도 서귀포시 동홍동 620-1,"제주특별자치도 서귀포시 동홍북로 27-8, A동 1층 101호 (동홍동)",63586.0,한식,제주특별자치도,서귀포시,동홍북로
서귀포시 축협청정제주촌,영업,제주특별자치도 서귀포시 서호동 1615-10 2층 201호,"제주특별자치도 서귀포시 서호남로 65, 2층 201호 (서호동)",63568.0,한식,제주특별자치도,서귀포시,서호남로
만금식당,영업,제주특별자치도 서귀포시 하효동 1028-1 1층,"제주특별자치도 서귀포시 하효중앙로 4, 1층 (하효동)",63600.0,한식,제주특별자치도,서귀포시,하효중앙로
깔루아,영업,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 1층 105호,"제주특별자치도 서귀포시 안덕면 사계남로216번길 31, 1층 105호",63528.0,한식,제주특별자치도,서귀포시,안덕면
바다양푼이동태탕신시가지점,영업,제주특별자치도 서귀포시 서호동 1467-6번지 1층,"제주특별자치도 서귀포시 신동로 49-1, 1층 (서호동)",63566.0,한식,제주특별자치도,서귀포시,신동로
솔롱고,영업,제주특별자치도 서귀포시 대정읍 안성리 1560-1,"제주특별자치도 서귀포시 대정읍 단산로 90, 1층",63520.0,식육(숯불구이),제주특별자치도,서귀포시,대정읍
소소식당,영업,제주특별자치도 서귀포시 대포동 1576-1 1층,"제주특별자치도 서귀포시 대포로 69-12, 1층 (대포동)",63544.0,한식,제주특별자치도,서귀포시,대포로
약산촌,영업,제주특별자치도 서귀포시 서홍동 1733-8 1층,"제주특별자치도 서귀포시 중산간동로 8128-7, 1층 (서홍동)",63578.0,한식,제주특별자치도,서귀포시,중산간동로
가파도로와,영업,제주특별자치도 서귀포시 대정읍 가파리 380번지 1층,"제주특별자치도 서귀포시 대정읍 가파로 279, 1층",63514.0,한식,제주특별자치도,서귀포시,대정읍
역전할머니맥주,영업,제주특별자치도 서귀포시 강정동 164-3 1층,"제주특별자치도 서귀포시 김정문화로27번길 10-1, 1층 (강정동)",63566.0,한식,제주특별자치도,서귀포시,김정문화로27번길
얼큰이공주칼국수,영업,제주특별자치도 서귀포시 서호동 940-8,제주특별자치도 서귀포시 서호중로 82 (서호동),63569.0,한식,제주특별자치도,서귀포시,서호중로
도리밥집,영업,제주특별자치도 서귀포시 토평동 3277-5,제주특별자치도 서귀포시 토평공단로115번길 36 (토평동),63581.0,한식,제주특별자치도,서귀포시,토평공단로115번길
갓돈,영업,제주특별자치도 서귀포시 회수동 637,제주특별자치도 서귀포시 천제연로 315-30 (회수동),63540.0,한식,제주특별자치도,서귀포시,천제연로
정호,영업,제주특별자치도 서귀포시 성산읍 수산리 2552-11,제주특별자치도 서귀포시 성산읍 서성일로 783,63631.0,한식,제주특별자치도,서귀포시,성산읍
멍우주카페,영업,제주특별자치도 서귀포시 안덕면 창천리 784,"제주특별자치도 서귀포시 안덕면 난드르로 49-75, 1,옥상층",63533.0,경양식,제주특별자치도,서귀포시,안덕면
싸다아구찜,영업,제주특별자치도 서귀포시 중문동 1725 중문남해오네뜨오션힐,"제주특별자치도 서귀포시 중문상로82번길 15, 상가동 1층 6호 (중문동, 중문남해오네뜨오션힐)",63545.0,한식,제주특별자치도,서귀포시,중문상로82번길
틴우드맨(tin woodman),영업,제주특별자치도 서귀포시 남원읍 남원리 180-3,제주특별자치도 서귀포시 남원읍 태위로679번길 11,63621.0,경양식,제주특별자치도,서귀포시,남원읍
로쿠베스시,영업,제주특별자치도 서귀포시 서귀동 624-3,제주특별자치도 서귀포시 솔동산로 15 (서귀동),63596.0,일식,제주특별자치도,서귀포시,솔동산로
덮덮밥중문점,영업,제주특별자치도 서귀포시 중문동 2028-1,"제주특별자치도 서귀포시 천제연로 198, 108호 (중문동)",63546.0,호프/통닭,제주특별자치도,서귀포시,천제연로
이층술집,영업,제주특별자치도 서귀포시 서귀동 204-40 서귀동 올레 더 화이트,"제주특별자치도 서귀포시 태평로431번길 28, 202호 (서귀동, 서귀동 올레 더 화이트)",63595.0,호프/통닭,제주특별자치도,서귀포시,태평로431번길
더컨테이너(The container),영업,제주특별자치도 서귀포시 남원읍 남원리 2406-3,제주특별자치도 서귀포시 남원읍 태위로510번길 49,63620.0,호프/통닭,제주특별자치도,서귀포시,남원읍
더컨테이너2(The container),영업,제주특별자치도 서귀포시 남원읍 남원리 2406-3,제주특별자치도 서귀포시 남원읍 태위로510번길 49,63620.0,호프/통닭,제주특별자치도,서귀포시,남원읍
장어생각서귀동홍점,영업,제주특별자치도 서귀포시 동홍동 1565,제주특별자치도 서귀포시 중앙로 198-20 (동홍동),63585.0,호프/통닭,제주특별자치도,서귀포시,중앙로
성산일출봉맛집아시횟집고등어회딱새우회전문점2호점,영업,제주특별자치도 서귀포시 성산읍 성산리 234-2,"제주특별자치도 서귀포시 성산읍 성산등용로 19, 2층",63643.0,일식,제주특별자치도,서귀포시,성산읍
착한갈비찜,영업,제주특별자치도 서귀포시 동홍동 1488-8,제주특별자치도 서귀포시 일주동로8666번길 6 (동홍동),63585.0,한식,제주특별자치도,서귀포시,일주동로8666번길
달빛맥주서귀포신시가지점,영업,제주특별자치도 서귀포시 강정동 208-2,"제주특별자치도 서귀포시 대청로 29, 1층 (강정동)",63559.0,호프/통닭,제주특별자치도,서귀포시,대청로
양가네,영업,제주특별자치도 서귀포시 안덕면 동광리 996-13,제주특별자치도 서귀포시 안덕면 동광로 112,63523.0,한식,제주특별자치도,서귀포시,안덕면
레오네핏제리아,영업,제주특별자치도 서귀포시 서귀동 267-1,제주특별자치도 서귀포시 중동로 26 (서귀동),63590.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,중동로
명희네고기국수성산일출봉점,영업,제주특별자치도 서귀포시 성산읍 오조리 338-4,제주특별자치도 서귀포시 성산읍 한도로 82,63639.0,한식,제주특별자치도,서귀포시,성산읍
더비치하우스,영업,제주특별자치도 서귀포시 성산읍 고성리 559-1,제주특별자치도 서귀포시 성산읍 신양로122번길 17,63641.0,경양식,제주특별자치도,서귀포시,성산읍
중문갈치노릇,영업,제주특별자치도 서귀포시 중문동 1751-1,제주특별자치도 서귀포시 1100로49번길 28-19 (중문동),63545.0,한식,제주특별자치도,서귀포시,1100로49번길
청년다방이노에듀파크점,영업,제주특별자치도 서귀포시 대정읍 보성리 2477 이노에듀파크,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 이노에듀파크 1층 131호",63644.0,분식,제주특별자치도,서귀포시,대정읍
더블유,영업,제주특별자치도 서귀포시 강정동 172-5,제주특별자치도 서귀포시 김정문화로 9 (강정동),63566.0,호프/통닭,제주특별자치도,서귀포시,김정문화로
미스터크랩,영업,제주특별자치도 서귀포시 남원읍 태흥리 360,"제주특별자치도 서귀포시 남원읍 남태해안로 533, A동",63617.0,패밀리레스트랑,제주특별자치도,서귀포시,남원읍
현실도피,영업,제주특별자치도 서귀포시 표선면 표선리 892-1,제주특별자치도 서귀포시 표선면 표선백사로110번길 28,63629.0,분식,제주특별자치도,서귀포시,표선면
이치카,영업,제주특별자치도 서귀포시 남원읍 신례리 1005-4,제주특별자치도 서귀포시 남원읍 신례로 308,63608.0,한식,제주특별자치도,서귀포시,남원읍
한켠의공간,영업,제주특별자치도 서귀포시 성산읍 고성리 189-3,제주특별자치도 서귀포시 성산읍 신양로122번길 10-8,63641.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,성산읍
십년후애(愛),영업,제주특별자치도 서귀포시 동홍동 413-8,"제주특별자치도 서귀포시 동홍중앙로66번길 13, 1층 (동홍동)",63587.0,정종/대포집/소주방,제주특별자치도,서귀포시,동홍중앙로66번길
메이크슈어,영업,제주특별자치도 서귀포시 서귀동 481-1,제주특별자치도 서귀포시 태평로 409-2 (서귀동),63595.0,경양식,제주특별자치도,서귀포시,태평로
아라아라,영업,제주특별자치도 서귀포시 성산읍 성산리 358-3,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,63643.0,일식,제주특별자치도,서귀포시,성산읍
중문회포장스시망고횟집,영업,제주특별자치도 서귀포시 회수동 440-5,제주특별자치도 서귀포시 1100로 171 (회수동),63539.0,일식,제주특별자치도,서귀포시,1100로
무성향,영업,제주특별자치도 서귀포시 서귀동 486-9,제주특별자치도 서귀포시 중앙로4번길 7 (서귀동),63595.0,한식,제주특별자치도,서귀포시,중앙로4번길
빅트리,영업,제주특별자치도 서귀포시 안덕면 화순리 636-17,"제주특별자치도 서귀포시 안덕면 화순해안로106번길 8, 1층",63530.0,한식,제주특별자치도,서귀포시,안덕면
카오루,영업,제주특별자치도 서귀포시 안덕면 사계리 2029-9,제주특별자치도 서귀포시 안덕면 사계남로 202,63528.0,일식,제주특별자치도,서귀포시,안덕면
버거비엠아이(BURGER B.M.I),영업,제주특별자치도 서귀포시 성산읍 성산리 247-2,"제주특별자치도 서귀포시 성산읍 한도로242번길 14, 1층",63643.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,성산읍
할망식당,영업,제주특별자치도 서귀포시 안덕면 화순리 1151-3,제주특별자치도 서귀포시 안덕면 화순중앙로 7-10,63530.0,한식,제주특별자치도,서귀포시,안덕면
사부작10,영업,제주특별자치도 서귀포시 대정읍 하모리 2126-3,"제주특별자치도 서귀포시 대정읍 최남단해안로 20-1, 1층",63506.0,일식,제주특별자치도,서귀포시,대정읍
제주 곶 서귀포 해물라면,영업,제주특별자치도 서귀포시 동홍동 280-3,제주특별자치도 서귀포시 칠십리로214번길 36 (동홍동),63597.0,한식,제주특별자치도,서귀포시,칠십리로214번길
제주해물라면흑돼지키삼스,영업,제주특별자치도 서귀포시 안덕면 창천리 783-1,제주특별자치도 서귀포시 안덕면 난드르로21번길 22,63533.0,식육(숯불구이),제주특별자치도,서귀포시,안덕면
현정,영업,제주특별자치도 서귀포시 대정읍 상모리 2619,제주특별자치도 서귀포시 대정읍 상모로208번길 11,63512.0,한식,제주특별자치도,서귀포시,대정읍
어송포유,영업,제주특별자치도 서귀포시 서귀동 320-2 수정탕,"제주특별자치도 서귀포시 서문로29번길 16, 수정탕 (서귀동)",63592.0,정종/대포집/소주방,제주특별자치도,서귀포시,서문로29번길
"제주,길",영업,제주특별자치도 서귀포시 서귀동 325-23,제주특별자치도 서귀포시 서문서로 16-1 (서귀동),63593.0,경양식,제주특별자치도,서귀포시,서문서로
제니스카페,영업,제주특별자치도 서귀포시 서호동 1165-6,제주특별자치도 서귀포시 신동로 115 (서호동),63565.0,"외국음식전문점(인도,태국등)",제주특별자치도,서귀포시,신동로
프렌즈스크린골프중문점,영업,제주특별자치도 서귀포시 중문동 2565,"제주특별자치도 서귀포시 중문관광로 205, 1층 (중문동)",63546.0,한식,제주특별자치도,서귀포시,중문관광로
8월의중식대정점,영업,제주특별자치도 서귀포시 대정읍 보성리 479 한돌 빌라,"제주특별자치도 서귀포시 대정읍 보성구억로 209, A동 101호 (한돌 빌라)",63518.0,중국식,제주특별자치도,서귀포시,대정읍
아놔고,영업,제주특별자치도 서귀포시 성산읍 성산리 399-24,제주특별자치도 서귀포시 성산읍 일출로 240,63643.0,한식,제주특별자치도,서귀포시,성산읍
하바나,영업,제주특별자치도 서귀포시 성산읍 시흥리 2-11 제주꽃담펜션,제주특별자치도 서귀포시 성산읍 해맞이해안로 2630,63638.0,한식,제주특별자치도,서귀포시,성산읍
밥풀릭스,영업,제주특별자치도 서귀포시 서홍동 260-2,제주특별자치도 서귀포시 중산간동로 8041 (서홍동),63584.0,호프/통닭,제주특별자치도,서귀포시,중산간동로
오토마토,영업,제주특별자치도 서귀포시 표선면 표선리 480-1,"제주특별자치도 서귀포시 표선면 표선동서로264번길 15-3, 1층",63629.0,한식,제주특별자치도,서귀포시,표선면
